Date,Hour,Temperature,Relative_Humidity,Geopotential_Pressure,Wind_Direction,Wind_Velocity_KM_H
14/01/2007,12Z,13.2,61,1028.0 Hpa,50º (NE),7.4
14/01/2007,09Z,5.8,90,1028.2 Hpa,calm,0
14/01/2007,06Z,4.4,89,1027.9 Hpa,calm,0
13/01/2007,21Z,9.3,86,1028.0 Hpa,calm,0
13/01/2007,18Z,14.3,59,1027.3 Hpa,calm,0
13/01/2007,15Z,16.5,44,1026.3 Hpa,60º (NE),3.7
13/01/2007,12Z,13.2,54,1028.8 Hpa,40º (NE),11.1
13/01/2007,09Z,5.8,86,1029.0 Hpa,360º (N),3.7
13/01/2007,06Z,5.6,85,1028.5 Hpa,360º (N),1.9
12/01/2007,21Z,10.8,62,1030.0 Hpa,20º (N),1.9
12/01/2007,18Z,15.2,46,1029.9 Hpa,50º (NE),5.6
12/01/2007,15Z,18.4,33,1029.9 Hpa,50º (NE),14.8
12/01/2007,12Z,13.8,51,1032.9 Hpa,50º (NE),16.7
12/01/2007,09Z,8.2,74,1033.5 Hpa,50º (NE),13.0
12/01/2007,06Z,7.4,81,1032.7 Hpa,60º (NE),7.4
11/01/2007,21Z,11.8,66,1033.0 Hpa,60º (NE),9.3
11/01/2007,18Z,16.4,48,1031.6 Hpa,90º (E),5.6
11/01/2007,15Z,17.8,44,1030.8 Hpa,60º (NE),9.3
11/01/2007,12Z,14.3,56,1032.2 Hpa,50º (NE),22.2
11/01/2007,09Z,8.2,79,1032.4 Hpa,50º (NE),13.0
11/01/2007,06Z,6.4,92,1030.9 Hpa,20º (N),5.6
10/01/2007,21Z,11.2,79,1029.9 Hpa,30º (NE),11.1
10/01/2007,18Z,15.2,62,1028.5 Hpa,60º (NE),7.4
10/01/2007,15Z,16.6,52,1026.5 Hpa,60º (NE),13.0
10/01/2007,12Z,12.8,72,1027.7 Hpa,40º (NE),9.3
10/01/2007,09Z,7.6,87,1027.4 Hpa,40º (NE),9.3
10/01/2007,06Z,6.8,93,1025.4 Hpa,30º (NE),7.4
09/01/2007,21Z,11.8,82,1024.2 Hpa,140º (SE),1.9
09/01/2007,18Z,14.3,69,1023.6 Hpa,calm,0
09/01/2007,15Z,16.0,61,1023.2 Hpa,calm,0
09/01/2007,12Z,12.6,65,1025.4 Hpa,90º (E),9.3
09/01/2007,09Z,7.0,88,1025.6 Hpa,30º (NE),9.3
09/01/2007,06Z,6.7,88,1025.0 Hpa,30º (NE),3.7
08/01/2007,21Z,10.8,80,1027.3 Hpa,30º (NE),3.7
08/01/2007,18Z,14.5,65,1027.3 Hpa,calm,0
08/01/2007,15Z,15.6,62,1027.2 Hpa,60º (NE),5.6
08/01/2007,12Z,13.1,71,1029.7 Hpa,30º (NE),3.7
08/01/2007,09Z,7.3,90,1030.4 Hpa,50º (NE),3.7
08/01/2007,06Z,5.6,95,1029.3 Hpa,calm,0
07/01/2007,21Z,11.7,85,1029.0 Hpa,calm,0
07/01/2007,18Z,14.8,68,1027.7 Hpa,230º (SW),5.6
07/01/2007,15Z,17.8,51,1027.2 Hpa,calm,0
07/01/2007,12Z,13.7,66,1029.0 Hpa,50º (NE),7.4
07/01/2007,09Z,7.9,87,1029.9 Hpa,30º (NE),3.7
07/01/2007,06Z,6.6,92,1028.9 Hpa,calm,0
06/01/2007,18Z,14.8,65,1028.8 Hpa,calm,0
06/01/2007,15Z,17.6,49,1028.6 Hpa,30º (NE),1.9
06/01/2007,12Z,14.6,61,1030.7 Hpa,50º (NE),9.3
06/01/2007,09Z,5.4,93,1030.9 Hpa,calm,0
06/01/2007,06Z,5.0,97,1029.8 Hpa,calm,0
05/01/2007,21Z,10.4,82,1030.1 Hpa,calm,0
05/01/2007,18Z,15.6,63,1029.7 Hpa,360º (N),3.7
05/01/2007,15Z,17.0,58,1028.9 Hpa,calm,0
05/01/2007,12Z,13.0,72,1031.2 Hpa,360º (N),3.7
05/01/2007,09Z,7.0,88,1032.0 Hpa,30º (NE),3.7
05/01/2007,06Z,5.8,93,1031.2 Hpa,10º (N),1.9
04/01/2007,21Z,11.2,77,1031.6 Hpa,calm,0
04/01/2007,18Z,14.2,63,1031.3 Hpa,calm,0
04/01/2007,15Z,17.8,46,1030.8 Hpa,calm,0
04/01/2007,12Z,13.2,57,1032.8 Hpa,Vble.,
04/01/2007,09Z,6.8,78,1033.3 Hpa,30º (NE),3.7
04/01/2007,06Z,4.7,91,1032.2 Hpa,360º (N),1.9
03/01/2007,21Z,10.2,72,1032.9 Hpa,calm,0
03/01/2007,18Z,15.6,49,1032.6 Hpa,360º (N),1.9
03/01/2007,15Z,19.0,33,1032.5 Hpa,80º (E),7.4
03/01/2007,12Z,14.8,51,1034.7 Hpa,30º (NE),9.3
03/01/2007,09Z,8.0,79,1035.6 Hpa,50º (NE),5.6
03/01/2007,06Z,7.3,87,1035.0 Hpa,50º (NE),3.7
02/01/2007,21Z,11.7,79,1035.6 Hpa,30º (NE),7.4
02/01/2007,18Z,15.6,58,1035.2 Hpa,50º (NE),1.9
02/01/2007,15Z,18.8,44,1034.5 Hpa,60º (NE),18.5
02/01/2007,12Z,15.5,58,1036.6 Hpa,60º (NE),20.4
02/01/2007,09Z,10.0,82,1037.1 Hpa,70º (E),16.7
02/01/2007,06Z,9.1,86,1036.0 Hpa,70º (E),14.8
01/01/2007,21Z,12.5,77,1037.0 Hpa,90º (E),13.0
01/01/2007,18Z,16.2,63,1035.9 Hpa,60º (NE),5.6
01/01/2007,15Z,18.6,60,1035.8 Hpa,30º (NE),9.3
01/01/2007,12Z,14.9,70,1037.2 Hpa,60º (NE),7.4
01/01/2007,09Z,8.6,90,1038.2 Hpa,70º (E),5.6
01/01/2007,06Z,9.2,89,1037.1 Hpa,90º (E),11.1
28/02/2007,21Z,15.4,82,1023.3 Hpa,200º (S),11.1
28/02/2007,18Z,19.2,63,1022.6 Hpa,220º (SW),20.4
28/02/2007,15Z,21.0,57,1022.9 Hpa,220º (SW),13.0
28/02/2007,12Z,18.4,67,1025.1 Hpa,210º (SW),3.7
28/02/2007,09Z,12.0,85,1025.5 Hpa,calm,0
28/02/2007,06Z,10.2,94,1024.2 Hpa,calm,0
27/02/2007,21Z,16.4,70,1025.9 Hpa,calm,0
27/02/2007,18Z,20.8,46,1024.9 Hpa,180º (S),3.7
27/02/2007,15Z,21.2,45,1025.9 Hpa,calm,0
27/02/2007,12Z,17.4,55,1028.6 Hpa,350º (N),3.7
27/02/2007,09Z,12.0,73,1029.0 Hpa,80º (E),9.3
27/02/2007,06Z,8.2,89,1027.1 Hpa,360º (N),1.9
26/02/2007,21Z,16.2,51,1026.6 Hpa,360º (N),1.9
26/02/2007,18Z,19.2,50,1025.4 Hpa,270º (W),1.9
26/02/2007,15Z,19.9,45,1026.1 Hpa,Vble.,
26/02/2007,12Z,16.2,59,1028.0 Hpa,Vble.,
26/02/2007,09Z,12.2,83,1028.1 Hpa,50º (NE),9.3
26/02/2007,06Z,11.0,96,1026.1 Hpa,360º (N),3.7
25/02/2007,21Z,15.5,91,1025.1 Hpa,240º (SW),9.3
25/02/2007,18Z,16.9,85,1024.2 Hpa,230º (SW),7.4
25/02/2007,15Z,17.2,73,1023.9 Hpa,240º (SW),11.1
25/02/2007,12Z,15.8,76,1026.3 Hpa,230º (SW),3.7
25/02/2007,09Z,9.7,100,1026.4 Hpa,calm,0
25/02/2007,06Z,8.8,100,1025.1 Hpa,180º (S),1.9
24/02/2007,21Z,14.3,84,1024.8 Hpa,200º (S),7.4
24/02/2007,18Z,18.2,61,1023.7 Hpa,220º (SW),14.8
24/02/2007,15Z,19.2,50,1023.9 Hpa,200º (S),5.6
24/02/2007,12Z,17.0,60,1025.8 Hpa,calm,0
24/02/2007,09Z,12.8,78,1025.7 Hpa,40º (NE),9.3
24/02/2007,06Z,8.9,96,1023.5 Hpa,calm,0
23/02/2007,21Z,15.4,81,1023.4 Hpa,240º (SW),13.0
23/02/2007,18Z,17.6,68,1021.8 Hpa,270º (W),13.0
23/02/2007,15Z,21.0,49,1021.1 Hpa,260º (W),16.7
23/02/2007,12Z,18.2,64,1022.7 Hpa,270º (W),5.6
23/02/2007,09Z,11.8,100,1022.1 Hpa,210º (SW),5.6
23/02/2007,06Z,9.8,96,1021.1 Hpa,calm,0
22/02/2007,21Z,13.4,94,1020.1 Hpa,250º (W),5.6
22/02/2007,18Z,14.6,94,1018.4 Hpa,180º (S),3.7
22/02/2007,15Z,15.0,96,1019.0 Hpa,230º (SW),25.9
22/02/2007,12Z,14.4,94,1020.5 Hpa,220º (SW),22.2
22/02/2007,09Z,11.8,100,1020.2 Hpa,calm,0
22/02/2007,06Z,10.6,96,1019.4 Hpa,calm,0
21/02/2007,21Z,13.2,74,1020.5 Hpa,260º (W),13.0
21/02/2007,18Z,15.4,56,1018.8 Hpa,230º (SW),20.4
21/02/2007,15Z,16.7,49,1017.8 Hpa,250º (W),11.1
21/02/2007,12Z,13.8,54,1019.1 Hpa,calm,0
21/02/2007,09Z,8.6,79,1018.5 Hpa,calm,0
21/02/2007,06Z,6.6,85,1016.4 Hpa,330º (NW),7.4
20/02/2007,21Z,10.9,91,1013.7 Hpa,calm,0
20/02/2007,18Z,12.0,88,1011.6 Hpa,180º (S),1.9
20/02/2007,15Z,11.4,91,1010.8 Hpa,calm,0
20/02/2007,12Z,10.2,96,1011.5 Hpa,40º (NE),9.3
20/02/2007,09Z,9.6,96,1011.2 Hpa,30º (NE),13.0
20/02/2007,06Z,10.2,92,1010.5 Hpa,40º (NE),13.0
19/02/2007,21Z,12.6,68,1014.2 Hpa,270º (W),1.9
19/02/2007,18Z,13.3,67,1014.2 Hpa,210º (SW),3.7
19/02/2007,15Z,14.3,63,1015.4 Hpa,Vble.,
19/02/2007,12Z,11.8,78,1018.4 Hpa,calm,0
19/02/2007,09Z,8.2,92,1019.1 Hpa,360º (N),3.7
19/02/2007,06Z,7.7,87,1018.1 Hpa,calm,0
17/02/2007,09Z,10.4,96,1015.7 Hpa,180º (S),5.6
17/02/2007,06Z,10.2,96,1014.3 Hpa,90º (E),1.9
16/02/2007,21Z,13.6,88,1014.5 Hpa,230º (SW),16.7
16/02/2007,18Z,15.4,75,1011.8 Hpa,260º (W),31.5
16/02/2007,15Z,19.0,70,1008.8 Hpa,250º (W),38.9
16/02/2007,12Z,21.6,46,1007.5 Hpa,180º (S),9.3
16/02/2007,09Z,13.0,75,1010.8 Hpa,60º (NE),9.3
16/02/2007,06Z,10.8,82,1012.0 Hpa,50º (NE),9.3
15/02/2007,21Z,15.6,85,1017.1 Hpa,calm,0
15/02/2007,18Z,18.6,67,1017.6 Hpa,calm,0
15/02/2007,15Z,18.6,60,1018.8 Hpa,360º (N),5.6
15/02/2007,12Z,15.3,81,1021.1 Hpa,Vble.,
15/02/2007,09Z,12.6,96,1022.2 Hpa,80º (E),7.4
15/02/2007,06Z,14.3,94,1021.5 Hpa,60º (NE),7.4
14/02/2007,21Z,16.2,93,1022.7 Hpa,180º (S),1.9
14/02/2007,18Z,18.4,81,1021.4 Hpa,230º (SW),14.8
14/02/2007,15Z,20.7,68,1020.6 Hpa,240º (SW),14.8
14/02/2007,12Z,17.9,89,1021.9 Hpa,240º (SW),14.8
14/02/2007,09Z,15.7,98,1020.9 Hpa,250º (W),14.8
14/02/2007,06Z,14.6,98,1019.4 Hpa,210º (SW),9.3
13/02/2007,21Z,15.9,87,1020.2 Hpa,180º (S),7.4
13/02/2007,18Z,18.4,76,1020.5 Hpa,240º (SW),5.6
13/02/2007,15Z,19.4,69,1021.0 Hpa,230º (SW),5.6
13/02/2007,12Z,19.6,70,1022.7 Hpa,190º (S),7.4
13/02/2007,09Z,16.6,96,1023.8 Hpa,230º (SW),7.4
13/02/2007,06Z,15.7,98,1022.4 Hpa,240º (SW),7.4
12/02/2007,21Z,16.9,92,1023.3 Hpa,220º (SW),7.4
12/02/2007,18Z,18.5,89,1022.3 Hpa,220º (SW),14.8
12/02/2007,15Z,19.6,73,1022.0 Hpa,230º (SW),16.7
12/02/2007,12Z,19.6,71,1022.6 Hpa,220º (SW),24.1
12/02/2007,09Z,16.5,89,1022.5 Hpa,220º (SW),24.1
12/02/2007,06Z,15.6,96,1022.0 Hpa,210º (SW),18.5
11/02/2007,21Z,16.0,93,1024.5 Hpa,210º (SW),18.5
11/02/2007,18Z,17.0,85,1024.2 Hpa,210º (SW),16.7
11/02/2007,15Z,19.2,63,1024.9 Hpa,240º (SW),18.5
11/02/2007,12Z,18.0,80,1026.4 Hpa,220º (SW),13.0
11/02/2007,09Z,14.6,98,1026.6 Hpa,170º (S),3.7
11/02/2007,06Z,14.0,100,1026.2 Hpa,230º (SW),7.4
10/02/2007,21Z,16.3,93,1025.9 Hpa,230º (SW),14.8
10/02/2007,18Z,18.7,74,1024.9 Hpa,240º (SW),13.0
10/02/2007,15Z,21.9,54,1023.8 Hpa,280º (W),20.4
10/02/2007,12Z,20.7,57,1024.9 Hpa,300º (NW),16.7
10/02/2007,09Z,16.7,90,1024.5 Hpa,270º (W),9.3
10/02/2007,06Z,15.4,98,1022.2 Hpa,260º (W),9.3
09/02/2007,21Z,13.3,83,1024.0 Hpa,230º (SW),11.1
09/02/2007,18Z,16.5,57,1022.7 Hpa,230º (SW),14.8
09/02/2007,15Z,19.4,47,1022.6 Hpa,280º (W),20.4
09/02/2007,12Z,17.2,56,1023.6 Hpa,280º (W),18.5
09/02/2007,09Z,13.3,77,1021.5 Hpa,260º (W),18.5
09/02/2007,06Z,12.9,88,1018.4 Hpa,240º (SW),9.3
08/02/2007,21Z,15.5,93,1012.5 Hpa,240º (SW),24.1
08/02/2007,18Z,17.8,75,1011.1 Hpa,260º (W),18.5
08/02/2007,15Z,17.4,89,1008.5 Hpa,240º (SW),33.4
08/02/2007,12Z,16.0,95,1010.4 Hpa,240º (SW),27.8
08/02/2007,09Z,15.6,98,1010.6 Hpa,230º (SW),18.5
08/02/2007,06Z,13.8,100,1010.6 Hpa,230º (SW),18.5
07/02/2007,21Z,13.9,91,1014.4 Hpa,210º (SW),9.3
07/02/2007,18Z,14.1,91,1014.2 Hpa,220º (SW),13.0
07/02/2007,15Z,15.5,68,1014.4 Hpa,210º (SW),11.1
07/02/2007,12Z,14.6,62,1015.5 Hpa,210º (SW),9.3
07/02/2007,09Z,8.1,90,1015.4 Hpa,calm,0
07/02/2007,06Z,7.7,90,1013.4 Hpa,calm,0
06/02/2007,21Z,12.6,80,1012.4 Hpa,210º (SW),5.6
06/02/2007,18Z,15.3,63,1011.7 Hpa,250º (W),7.4
06/02/2007,12Z,13.8,75,1014.1 Hpa,calm,0
06/02/2007,09Z,9.6,94,1014.1 Hpa,50º (NE),3.7
06/02/2007,06Z,9.3,94,1013.6 Hpa,360º (N),1.9
05/02/2007,21Z,11.8,82,1017.2 Hpa,calm,0
05/02/2007,18Z,15.0,67,1017.3 Hpa,calm,0
05/02/2007,15Z,15.8,61,1017.8 Hpa,40º (NE),5.6
05/02/2007,12Z,11.4,91,1021.7 Hpa,60º (NE),11.1
05/02/2007,09Z,9.8,100,1022.6 Hpa,20º (N),3.7
05/02/2007,06Z,8.0,100,1022.0 Hpa,40º (NE),5.6
04/02/2007,21Z,10.3,94,1023.2 Hpa,Vble.,
04/02/2007,18Z,13.6,83,1022.6 Hpa,calm,0
04/02/2007,15Z,14.0,79,1022.3 Hpa,Vble.,
04/02/2007,12Z,12.1,98,1023.8 Hpa,200º (S),1.9
04/02/2007,09Z,11.1,100,1023.2 Hpa,170º (S),1.9
04/02/2007,06Z,10.7,100,1022.1 Hpa,calm,0
03/02/2007,21Z,11.6,94,1022.0 Hpa,360º (N),1.9
03/02/2007,18Z,13.0,88,1021.1 Hpa,50º (NE),5.6
03/02/2007,15Z,13.2,88,1020.3 Hpa,60º (NE),7.4
03/02/2007,12Z,10.6,94,1021.7 Hpa,70º (E),16.7
03/02/2007,09Z,10.5,92,1021.3 Hpa,30º (NE),7.4
03/02/2007,06Z,10.4,89,1020.2 Hpa,60º (NE),13.0
02/02/2007,21Z,10.0,92,1022.1 Hpa,70º (E),13.0
02/02/2007,18Z,11.6,81,1021.5 Hpa,70º (E),13.0
02/02/2007,15Z,13.2,70,1021.3 Hpa,80º (E),14.8
02/02/2007,12Z,11.9,77,1023.0 Hpa,50º (NE),13.0
02/02/2007,09Z,9.6,78,1023.0 Hpa,60º (NE),11.1
02/02/2007,06Z,9.2,80,1022.2 Hpa,50º (NE),13.0
01/02/2007,21Z,10.6,82,1023.7 Hpa,50º (NE),7.4
01/02/2007,18Z,13.4,67,1023.1 Hpa,50º (NE),9.3
01/02/2007,15Z,13.8,60,1023.1 Hpa,50º (NE),16.7
01/02/2007,12Z,11.6,70,1025.7 Hpa,80º (E),18.5
01/02/2007,09Z,7.2,87,1026.0 Hpa,50º (NE),16.7
01/02/2007,06Z,6.8,90,1026.1 Hpa,40º (NE),9.3
31/03/2007,21Z,13.6,88,1011.8 Hpa,210º (SW),11.1
31/03/2007,18Z,15.6,71,1011.4 Hpa,220º (SW),18.5
31/03/2007,15Z,15.3,87,1012.2 Hpa,210º (SW),14.8
31/03/2007,12Z,13.4,96,1014.7 Hpa,220º (SW),24.1
31/03/2007,09Z,12.6,83,1016.5 Hpa,230º (SW),13.0
31/03/2007,06Z,9.9,83,1016.3 Hpa,210º (SW),9.3
30/03/2007,21Z,14.4,69,1019.1 Hpa,230º (SW),14.8
30/03/2007,18Z,19.0,45,1017.9 Hpa,220º (SW),27.8
30/03/2007,15Z,23.0,24,1018.2 Hpa,240º (SW),18.5
30/03/2007,12Z,19.0,42,1021.2 Hpa,220º (SW),9.3
30/03/2007,09Z,12.8,79,1022.2 Hpa,calm,0
30/03/2007,06Z,8.6,89,1021.4 Hpa,180º (S),1.9
29/03/2007,21Z,15.6,60,1020.7 Hpa,190º (S),5.6
29/03/2007,18Z,20.0,32,1018.9 Hpa,90º (E),3.7
29/03/2007,15Z,20.8,31,1018.5 Hpa,10º (N),14.8
29/03/2007,12Z,18.0,42,1019.0 Hpa,40º (NE),9.3
29/03/2007,09Z,13.2,63,1018.7 Hpa,Vble.,
29/03/2007,06Z,10.0,78,1016.8 Hpa,310º (NW),3.7
28/03/2007,21Z,12.6,74,1014.2 Hpa,180º (S),9.3
28/03/2007,18Z,16.6,56,1012.4 Hpa,100º (E),11.1
28/03/2007,15Z,19.3,39,1011.6 Hpa,360º (N),14.8
28/03/2007,12Z,17.1,47,1012.5 Hpa,300º (NW),9.3
28/03/2007,09Z,12.5,61,1012.5 Hpa,360º (N),9.3
28/03/2007,06Z,9.9,75,1012.3 Hpa,330º (NW),3.7
27/03/2007,21Z,14.6,54,1013.4 Hpa,260º (W),11.1
27/03/2007,18Z,17.4,47,1012.4 Hpa,300º (NW),9.3
27/03/2007,15Z,18.7,36,1012.2 Hpa,250º (W),9.3
27/03/2007,12Z,16.9,45,1013.0 Hpa,280º (W),7.4
27/03/2007,09Z,13.5,68,1013.6 Hpa,290º (W),11.1
27/03/2007,06Z,10.9,94,1012.5 Hpa,270º (W),7.4
26/03/2007,21Z,11.8,92,1012.7 Hpa,200º (S),3.7
26/03/2007,18Z,13.0,88,1011.3 Hpa,170º (S),9.3
26/03/2007,15Z,14.2,75,1011.3 Hpa,180º (S),13.0
26/03/2007,12Z,13.7,78,1012.2 Hpa,180º (S),20.4
26/03/2007,09Z,13.4,91,1012.1 Hpa,170º (S),14.8
26/03/2007,06Z,12.0,89,1011.5 Hpa,150º (SE),18.5
25/03/2007,21Z,14.6,71,1012.0 Hpa,220º (SW),13.0
25/03/2007,18Z,18.2,51,1010.2 Hpa,220º (SW),27.8
25/03/2007,15Z,21.2,33,1010.4 Hpa,250º (W),22.2
25/03/2007,12Z,19.1,38,1012.1 Hpa,220º (SW),24.1
25/03/2007,09Z,12.8,69,1012.7 Hpa,calm,0
25/03/2007,06Z,9.0,86,1011.9 Hpa,230º (SW),7.4
24/03/2007,21Z,16.2,51,1011.4 Hpa,250º (W),11.1
24/03/2007,18Z,21.0,34,1010.5 Hpa,230º (SW),25.9
24/03/2007,15Z,22.2,30,1011.2 Hpa,270º (W),3.7
24/03/2007,12Z,19.0,44,1013.6 Hpa,180º (S),3.7
24/03/2007,09Z,13.0,66,1014.4 Hpa,30º (NE),5.6
24/03/2007,06Z,8.4,86,1014.5 Hpa,calm,0
23/03/2007,21Z,14.8,65,1016.1 Hpa,210º (SW),7.4
23/03/2007,18Z,19.6,43,1015.3 Hpa,230º (SW),20.4
23/03/2007,15Z,20.4,35,1016.1 Hpa,Vble.,
23/03/2007,12Z,16.5,37,1018.5 Hpa,Vble.,
23/03/2007,09Z,10.4,52,1019.3 Hpa,360º (N),1.9
23/03/2007,06Z,5.8,69,1019.4 Hpa,calm,0
22/03/2007,21Z,11.6,48,1022.0 Hpa,270º (W),5.6
22/03/2007,18Z,17.2,20,1020.7 Hpa,360º (N),9.3
22/03/2007,15Z,15.6,22,1021.5 Hpa,240º (SW),5.6
22/03/2007,12Z,12.8,21,1024.1 Hpa,80º (E),13.0
22/03/2007,09Z,10.0,38,1023.6 Hpa,60º (NE),11.1
22/03/2007,06Z,5.6,57,1021.4 Hpa,50º (NE),5.6
21/03/2007,21Z,10.3,42,1016.5 Hpa,320º (NW),7.4
21/03/2007,18Z,14.4,23,1014.0 Hpa,350º (N),22.2
21/03/2007,15Z,16.3,19,1012.7 Hpa,360º (N),22.2
21/03/2007,12Z,14.8,22,1013.3 Hpa,20º (N),22.2
21/03/2007,09Z,10.7,35,1014.5 Hpa,40º (NE),20.4
21/03/2007,06Z,7.4,50,1013.7 Hpa,40º (NE),7.4
20/03/2007,21Z,11.2,44,1015.0 Hpa,320º (NW),9.3
20/03/2007,18Z,15.6,26,1013.8 Hpa,360º (N),18.5
20/03/2007,15Z,17.0,22,1014.0 Hpa,10º (N),14.8
20/03/2007,12Z,14.6,25,1016.2 Hpa,10º (N),13.0
20/03/2007,09Z,11.0,39,1017.3 Hpa,40º (NE),16.7
20/03/2007,06Z,8.6,49,1016.2 Hpa,10º (N),11.1
19/03/2007,21Z,13.6,50,1014.9 Hpa,300º (NW),13.0
19/03/2007,18Z,17.8,41,1013.1 Hpa,340º (N),22.2
19/03/2007,15Z,21.6,37,1013.3 Hpa,N/D,
19/03/2007,12Z,19.4,43,1015.7 Hpa,N/D,
19/03/2007,09Z,13.8,68,1017.7 Hpa,270º (W),9.3
19/03/2007,06Z,9.4,78,1017.1 Hpa,230º (SW),3.7
18/03/2007,21Z,17.0,60,1020.6 Hpa,270º (W),9.3
18/03/2007,18Z,22.1,35,1020.1 Hpa,220º (SW),7.4
18/03/2007,15Z,22.6,32,1021.4 Hpa,calm,0
18/03/2007,12Z,19.4,43,1024.3 Hpa,60º (NE),11.1
18/03/2007,09Z,14.4,65,1025.2 Hpa,60º (NE),14.8
18/03/2007,06Z,9.2,86,1024.5 Hpa,20º (N),5.6
17/03/2007,21Z,16.2,57,1025.1 Hpa,360º (N),3.7
17/03/2007,18Z,20.8,40,1023.1 Hpa,140º (SE),13.0
17/03/2007,15Z,22.0,37,1022.8 Hpa,Vble.,
17/03/2007,12Z,19.5,43,1024.6 Hpa,60º (NE),3.7
17/03/2007,09Z,13.0,67,1024.9 Hpa,50º (NE),9.3
17/03/2007,06Z,9.2,83,1023.1 Hpa,10º (N),7.4
16/03/2007,21Z,17.5,48,1021.3 Hpa,calm,0
16/03/2007,18Z,21.7,41,1019.3 Hpa,Vble.,
16/03/2007,15Z,23.2,30,1019.4 Hpa,60º (NE),5.6
16/03/2007,12Z,20.4,46,1021.3 Hpa,60º (NE),11.1
16/03/2007,09Z,13.8,69,1021.7 Hpa,50º (NE),9.3
16/03/2007,06Z,9.0,87,1020.9 Hpa,30º (NE),5.6
15/03/2007,21Z,16.4,51,1020.2 Hpa,150º (SE),1.9
15/03/2007,18Z,21.4,33,1018.9 Hpa,90º (E),3.7
15/03/2007,15Z,22.0,33,1019.5 Hpa,60º (NE),9.3
15/03/2007,12Z,20.2,37,1022.1 Hpa,90º (E),11.1
15/03/2007,09Z,13.6,68,1023.1 Hpa,50º (NE),9.3
15/03/2007,06Z,10.0,82,1022.0 Hpa,calm,0
14/03/2007,21Z,16.6,58,1022.3 Hpa,180º (S),1.9
14/03/2007,18Z,21.0,32,1020.9 Hpa,90º (E),11.1
14/03/2007,15Z,21.2,33,1020.8 Hpa,50º (NE),22.2
14/03/2007,12Z,19.2,42,1022.6 Hpa,80º (E),20.4
14/03/2007,09Z,14.0,54,1023.4 Hpa,50º (NE),18.5
14/03/2007,06Z,10.2,74,1022.3 Hpa,50º (NE),22.2
13/03/2007,21Z,14.6,38,1022.3 Hpa,120º (SE),9.3
13/03/2007,18Z,19.5,24,1021.6 Hpa,90º (E),13.0
13/03/2007,15Z,21.0,24,1021.2 Hpa,90º (E),25.9
13/03/2007,12Z,18.5,29,1023.2 Hpa,90º (E),29.6
13/03/2007,09Z,12.1,52,1023.1 Hpa,40º (NE),20.4
13/03/2007,06Z,11.7,53,1021.3 Hpa,70º (E),16.7
12/03/2007,21Z,15.8,51,1021.2 Hpa,30º (NE),3.7
12/03/2007,18Z,20.2,30,1020.2 Hpa,70º (E),5.6
12/03/2007,15Z,21.2,23,1020.5 Hpa,90º (E),1.9
12/03/2007,12Z,17.4,45,1023.0 Hpa,50º (NE),1.9
12/03/2007,09Z,10.8,60,1024.4 Hpa,50º (NE),11.1
12/03/2007,06Z,6.8,78,1024.0 Hpa,30º (NE),3.7
11/03/2007,21Z,15.8,51,1025.5 Hpa,230º (SW),11.1
11/03/2007,18Z,20.3,23,1024.3 Hpa,90º (E),5.6
11/03/2007,15Z,21.2,18,1024.4 Hpa,90º (E),14.8
11/03/2007,12Z,18.9,24,1027.1 Hpa,80º (E),20.4
11/03/2007,09Z,14.9,28,1027.2 Hpa,90º (E),20.4
11/03/2007,06Z,10.6,49,1025.5 Hpa,60º (NE),9.3
10/03/2007,21Z,17.7,34,1027.1 Hpa,50º (NE),1.9
10/03/2007,18Z,23.3,22,1026.4 Hpa,20º (N),13.0
10/03/2007,15Z,24.6,18,1026.7 Hpa,70º (E),16.7
10/03/2007,12Z,20.9,24,1029.6 Hpa,50º (NE),31.5
10/03/2007,09Z,15.3,48,1030.1 Hpa,60º (NE),27.8
10/03/2007,06Z,12.5,65,1028.5 Hpa,70º (E),18.5
09/03/2007,21Z,16.6,54,1028.8 Hpa,50º (NE),3.7
09/03/2007,18Z,21.0,35,1028.0 Hpa,90º (E),1.9
09/03/2007,15Z,21.0,30,1028.1 Hpa,60º (NE),7.4
09/03/2007,12Z,17.6,43,1030.6 Hpa,90º (E),18.5
09/03/2007,09Z,12.8,52,1031.1 Hpa,70º (E),24.1
09/03/2007,06Z,10.0,69,1030.1 Hpa,60º (NE),14.8
08/03/2007,21Z,15.2,49,1029.4 Hpa,360º (N),5.6
08/03/2007,18Z,19.4,34,1027.1 Hpa,360º (N),13.0
08/03/2007,15Z,20.2,32,1027.1 Hpa,360º (N),14.8
08/03/2007,12Z,18.0,34,1028.5 Hpa,360º (N),16.7
08/03/2007,09Z,13.5,50,1028.7 Hpa,90º (E),3.7
08/03/2007,06Z,9.8,73,1027.6 Hpa,320º (NW),3.7
07/03/2007,21Z,15.3,42,1025.0 Hpa,320º (NW),18.5
07/03/2007,18Z,19.6,27,1021.8 Hpa,330º (NW),40.8
07/03/2007,15Z,24.6,32,1020.6 Hpa,320º (NW),27.8
07/03/2007,12Z,21.7,63,1022.7 Hpa,270º (W),29.6
07/03/2007,09Z,17.0,84,1023.4 Hpa,260º (W),20.4
07/03/2007,06Z,15.2,89,1023.0 Hpa,210º (SW),9.3
06/03/2007,21Z,15.8,74,1024.9 Hpa,220º (SW),16.7
06/03/2007,18Z,17.9,59,1024.1 Hpa,220º (SW),20.4
